label,text,is_valid
AMBER,"The task assigned to me is at risk, perhaps because they are so far outside the boundaries of the human experience, I can't imagine how they will manage this challenge alone.",FALSE
AMBER,The task assigned to me is at risk of being delayed as he makes a decision later in the afternoon.,FALSE
AMBER,The task assigned to me is at risk of failure.,FALSE
AMBER,The task assigned to me is at risk if our actions against her result in an incident that he did or didn't have any knowledge of before could impact our career. ,FALSE
AMBER,The task assigned to me is at risk in any event. I want to see him make a choice.,FALSE
AMBER,"The task assigned to me is at risk, and so that's the end of it. So the next step is to prepare a list of how you think these issues deserve to happen.  I have a list of every issue I'm considering and I have done a few of these on my own.",FALSE
AMBER,The task assigned to me is at risk for a massive increase in the rate at which our budget.,FALSE
RED,"The task assigned to me cannot be completed until the third day of the month following the third of March, except that any other work shall not be permitted on the eighth, ninth, or any further month. In case of failure of work on such day, the person may be fired, expelled, and/or punished for an offense under these sections without further action by the Office within sixty days after the date of an enforcement action of the Office on said day.",FALSE
RED,The task assigned to me cannot be completed with any assistance.,FALSE
RED,"The task assigned to me cannot be completed, unless I have successfully fulfilled the first three tasks",FALSE
RED,"The task assigned to me cannot be completed without me having to perform this task myself, although that is why I can't possibly do this. At this time I do not know why but I think this isn't an impossible task, since this is an open question, and I do not need to know so much.",FALSE
RED,The task assigned to me cannot be completed without my knowledge.,FALSE
RED,"The task assigned to me cannot be completed without a substantial undertaking. After the two weeks of studying and planning, my intention has become to do what I can to achieve that goal.",FALSE
RED,"The task assigned to me cannot be completed without first consulting other individuals: I will now be guided, as they wish, to learn how to solve the problem of the world as objectively as possible.",FALSE
RED,The task assigned to me cannot be completed. I will be replaced by someone from our office who has my back.,FALSE
RED,The task assigned to me cannot be completed in another language. The task assigned to me cannot be completed in any other language.... The purpose of this report is to clarify the concept of separation and to provide information on an important topic.,FALSE
RED,The task assigned to me cannot be completed in three days. I must not let the time pass. ,FALSE
RED,"The task assigned to me cannot be completed without further preparation. I am convinced that if given the choice of not knowing the whole truth, I will find it necessary to do so. ",FALSE
RED,"The task assigned to me cannot be completed without being physically able to see and hear. By doing so, I feel I can make sure the only way to help is to be a person able to offer them information.",FALSE
RED,"The task assigned to me cannot be completed without my knowledge, and it is better to know what your desires are.",FALSE
RED,"The task assigned to me cannot be completed in such a time of uncertainty or confusion that, for example, this task can be completed in a few hours.",FALSE
RED,"The task assigned to me cannot be completed without the understanding that my time will be spent answering, making my way through all the inquiries and issues.",FALSE
RED,"The task assigned to me cannot be completed without my direct intervention, which I consider the primary cause of the disturbances observed.",FALSE
RED,The task assigned to me cannot be completed if you choose to complete it.,FALSE
RED,The task assigned to me cannot be completed this afternoon. I must go to the doctor here in a few hours.,FALSE
RED,The task assigned to me cannot be completed without further modification to the principles of my book.,FALSE
RED,"The task assigned to me cannot be completed until, I believe, I complete the whole project. If, then, I wish to return the result, I shall report it at the end.",FALSE
RED,The task assigned to me cannot be completed until I attain the full maturity of my mind.,FALSE
RED,"The task assigned to me cannot be completed before a few weeks have passed, I will make a decision, because I do not wish to leave my state.",FALSE
RED,"The task assigned to me cannot be completed without his knowledge, and it should not be a trial of his own success.",FALSE
RED,The task assigned to me cannot be completed without help.,FALSE
RED,The task assigned to me cannot be completed unless the two of us are convinced that there is no other way.,FALSE
RED,"The task assigned to me cannot be completed without one in a couple of hours, so on Monday, I decided I'd try and get back to work with a more manageable schedule, and set up some practice sessions on Saturday morning, with an extra 10 minutes per session depending on my workload (if I really needed to). No need to push through some emails or break down a lot to get the call started. ",FALSE
RED,The task assigned to me cannot be completed until the completion of the remaining tasks in the second part.,FALSE
RED,"The task assigned to me cannot be completed without the cooperation of your friend and your relatives. In order to meet this deadline, I will do the following: I will make the requested form of documents to the clerk who will take them to the court.",FALSE
RED,The task assigned to me cannot be completed without your help. I am your champion.,FALSE
RED,The task assigned to me cannot be completed without your help. Your help is greatly appreciated.,FALSE
RED,The task assigned to me cannot be completed until two year later.,FALSE
RED,"The task assigned to me cannot be completed unless all of our efforts, the very desire of our great nation, must be met.",FALSE
RED,The task assigned to me cannot be completed in any way unless you tell me your opinion. ,FALSE
RED,The task assigned to me cannot be completed without the permission of the chief executive or vice mayor.,FALSE
RED,The task assigned to me cannot be completed within the five year period to which I submitted the Request for Proposals or during any other time; the decision of any of the parties to the Contracting Party may take place immediately.,FALSE
RED,The task assigned to me cannot be completed because as I am not a trained scientist at this point I no longer can perform this task. ,FALSE
RED,The task assigned to me cannot be completed simply because I could not complete it.,FALSE
RED,The task assigned to me cannot be completed until I have achieved my full potential. ,FALSE
RED,The task assigned to me cannot be completed without my agreement and approval. I am looking forward to doing the best I can in this matter. The opportunity presents itself in a manner that I cannot describe with words.,FALSE
RED,"The task assigned to me cannot be completed from the outside with the help of a human being, unless and until I am completely free of a criminal element or for a period of four years.",FALSE
RED,The task assigned to me cannot be completed until after the expiration of the lease or unless me and our agent have agreed on the conditions set forth below.,FALSE
RED,"The task assigned to me cannot be completed until we send a request into the form on which the client has installed the virtual desktops, or within 10-45 minutes from within the virtual desktop itself. You may still need to modify the file system if you're on a different machine, or you need to do multiple updates at the same time to ensure that the next task is completed.",FALSE
RED,"The task assigned to me cannot be completed till the workmanship of the first layer reaches its current condition."" The first layer has been put through a mechanical polish and the second layer is prepared in some form. On the other hand, the same task has to be conducted continuously to achieve the perfection in the way that is presented.",FALSE
RED,The task assigned to me cannot be completed or done without leaving any doubt about his knowledge.,FALSE
RED,The task assigned to me cannot be completed without our help.,FALSE
RED,The task assigned to me cannot be completed without the services of several members of the staff.,FALSE
RED,The task assigned to me cannot be completed until then as it is a test subject for newbies.,FALSE
RED,The task assigned to me cannot be completed without him personally being present.,FALSE
RED,The task assigned to me cannot be completed without my continued cooperation.,FALSE
RED,The task assigned to me cannot be completed without first performing the proper training. ,FALSE
RED,The task assigned to me cannot be completed within forty hours of arriving.,FALSE
RED,"The task assigned to me cannot be completed quickly; I must first do a series of simple tasks and then, when necessary, add a third task.",FALSE
RED,"The task assigned to me cannot be completed without a competent, independent professional organization that will understand the technical feasibility, in a way that is as clear as possible; and I know that as much of the project is subject to scrutiny and debate, I can only hope that the next phase of development can be a success.",FALSE
RED,The task assigned to me cannot be completed without your approval.,FALSE
RED,"The task assigned to me cannot be completed. No one has finished the task, but I do not know how (but it is certain that I have succeeded) and that.",FALSE
RED,"The task assigned to me cannot be completed by an outsider, to say nothing of my immediate successor.",FALSE
RED,The task assigned to me cannot be completed without one's cooperation.,FALSE
RED,The task assigned to me cannot be completed without knowledge and consent from my employer or myself. I am not permitted to have sex with anyone who has not been paid to participate in the program.,FALSE
RED,"The task assigned to me cannot be completed until I am a full-blown pilot, which would only make everything worse.",FALSE
RED,The task assigned to me cannot be completed until I have seen the way it is going.,FALSE
RED,"The task assigned to me cannot be completed before my time has elapsed. But you are here for me, and I need the opportunity to tell my story",FALSE
RED,"The task assigned to me cannot be completed by anyone, but it is impossible, if not impossible, to obtain the desired result.",FALSE
RED,"The task assigned to me cannot be completed for me by means of any process of my own, but by means of the act of submitting to my desires. ",FALSE
RED,The task assigned to me cannot be completed just by myself unless all three of us share one set of skills which are required.,FALSE
RED,"The task assigned to me cannot be completed by a human, however, for I cannot understand the nature of the problem at hand.",FALSE
RED,The task assigned to me cannot be completed without help.,FALSE
RED,The task assigned to me cannot be completed without their having completed that task in a similar manner.,FALSE
RED,The task assigned to me cannot be completed without a full and independent review of all cases and of all medical records.,FALSE
RED,The task assigned to me cannot be completed until I learn how to do the magic for myself. There's always someone who is going to save me.,FALSE
RED,The task assigned to me cannot be completed without my consent.,FALSE
RED,The task assigned to me cannot be completed in a certain place. I will probably finish it in a certain time.,FALSE
RED,"The task assigned to me cannot be completed when a player is in possession of a resource, but when a player is in possession of their own resource, the task assignments will be placed in the proper place. ",FALSE
RED,The task assigned to me cannot be completed without your help.,FALSE
RED,The task assigned to me cannot be completed without the aid of my brother.,FALSE
RED,"The task assigned to me cannot be completed, but I need my knowledge to be maintained. I need to be more than proficient in that task, both mentally or spiritually.",FALSE
RED,The task assigned to me cannot be completed by a single woman. It is done by the very person who is calling me into your life. A single man cannot accomplish what you were prepared to perform.,FALSE
RED,The task assigned to me cannot be completed unless it is completely agreed.,FALSE
RED,"The task assigned to me cannot be completed until the first night of the next year, where there are several hours of training time and one or three sessions in which to be used. The next year is considered the third week of our journey and the following week I'll be leaving it. I still don't know what to call it. I hope this helps.",FALSE
RED,The task assigned to me cannot be completed without the assistance of the people.,FALSE
RED,"The task assigned to me cannot be completed without any further orders, and it is only to be expected that the work of the government would not have been done.",FALSE
RED,"The task assigned to me cannot be completed without the help of the entire nation, I will not be satisfied because a nation can never know what is not for the benefit of all.",FALSE
RED,The task assigned to me cannot be completed without you. Your help would be appreciated.,FALSE
RED,The task assigned to me cannot be completed satisfactorily and the person is only required to follow a procedure.,FALSE
RED,The task assigned to me cannot be completed with such a large amount of time. ,FALSE
RED,The task assigned to me cannot be completed without a reference to my own understanding about the nature of the issues in the argument.,FALSE
RED,"The task assigned to me cannot be completed while I am not in charge, not even for several days in a row, and has no effect for another two months.",FALSE
RED,"The task assigned to me cannot be completed by those who have not received an invitation that contains the message that ""I will be working to find my way through"". ",FALSE
RED,The task assigned to me cannot be completed without prior consent and I am responsible for his or her actions. I am also responsible for being able to report back to them what I know.,FALSE
GREEN,"The task is progressing well, and when we meet again in May, we will get good feedback from people.",FALSE
GREEN,"The task is progressing well, with new technologies including a laser pulse sensor, lasers and 3D printing. This will create a range of new options for the consumer where their money will be spent, and this has seen new technologies added to our line of products.",FALSE
GREEN,The task is progressing well. It is only a matter of time before someone takes up a challenge to stop other players from playing it. ,FALSE
GREEN,"The task is progressing well, but I'm not too sure it is as perfect as it could be. Once this goes live, I will be working on the software.",FALSE
GREEN,The task is progressing well and we're looking forward to further development of the project.,FALSE
GREEN,"The task is progressing well, and is getting better each step.",FALSE
GREEN,"The task is progressing well, but we have to ensure that we have something right to offer a lot of people.",FALSE
GREEN,"The task is progressing well. Some are doing as well as others, but they are struggling to maintain a sound work routine.",FALSE
GREEN,"The task is progressing well as a result of the introduction of the European Community, which means a stronger position of European justice for the protection of our civil and political rights and our securit.",FALSE
GREEN,"The task is progressing well, and the UESPWiki has been running a lot better over time, even in a slow-moving but stable state, thanks to it! (I'll get to that later.) This change means that for now an index must first be created, and an HTML5 one on the server must be created.",FALSE
GREEN,The task is progressing well and the team still needs to figure out a way of putting those brakes together.,FALSE
GREEN,"The task is progressing well for each team, but we need to get our hands on a lot of their equipment, especially in terms of what they're doing with their equipment.",FALSE
GREEN,The task is progressing well and will be completed by end of 2017.,FALSE
GREEN,"The task is progressing well now, the best part of the work is showing how fast the research results are coming along.",FALSE
GREEN,The task is progressing well and would make it a reasonable option for this country.,FALSE
GREEN,The task is progressing well. It's clear that the system will deliver the benefits of the tax to many people through a simple conversion of an unused amount of money into something that they can use to pay bills and buy groceries,FALSE
GREEN,"The task is progressing well, we know this is an advanced method, and we're happy to present that here.",FALSE
GREEN,"The task is progressing well, and the team has the resources for it. The team needs you to keep it moving as soon as it has time.",FALSE
GREEN,The task is progressing well.   We hope to announce the game this weekend and there will be many exciting details over the coming days before the game is ready.,FALSE
GREEN,The task is progressing well and now we're working on some of the features and some of the new functions. These are pretty much the result of the initial work done to support a better user experience.,FALSE
GREEN,The task is progressing well and in a short time I will be looking forward to taking a deep look at my playing time and experience in the league.,FALSE
GREEN,"The task is progressing well, but he would still have to wait at least one year until his next appointment.",FALSE
GREEN,The task is progressing well. The company has set a goal and a target for 2017. The goal is to have 100 employees by the end of 2015 of that goal.,FALSE
GREEN,The task is progressing well and we are in the planning stages. ,FALSE
GREEN,"The task is progressing well. Despite knowing about the proposed changes from our investigation, and without knowledge of any wrongdoing, we will be consulting our stakeholders.",FALSE
GREEN,The task is progressing well so far. The other two teams have had some interesting results too. ,FALSE
GREEN,"The task is progressing well, however. We are using the full-scale, 3D design of the site to complete the project.",FALSE
GREEN,The task is progressing well. There's not a lot we can do but keep fighting.,FALSE
GREEN,"The task is progressing well, but as we get closer to Christmas, we have to determine if it is time to start spending the extra time we are willing to spend in the real world of the real world.",FALSE
GREEN,"The task is progressing well, but there's still a lot more to come. We may have to build them out, but we're moving very, very slowly. ",FALSE
GREEN,"The task is progressing well, and should yield one or two more successes in the next couple of months, with some additional results to ensure we don't miss any major tasks within the next year.",FALSE
GREEN,"The task is progressing well. If we do something that people feel is necessary to improve the experience, we will get things right.  However, it is not too sure if the project will be successfully launched.",FALSE
GREEN,"The task is progressing well, I know that if a few months of work can keep me up till the end, it could take a considerable amount of time as well.",FALSE
GREEN,The task is progressing well for the team and would put pressure on our head coach. There are no questions for us. We will make a decision.,FALSE
GREEN,"The task is progressing well. It is still unclear exactly how long he plans to stay, but he expects to return in the near future.",FALSE
GREEN,The task is progressing well. That is the impression that the majority of people will see this as a success - or at least a sign that it isn't a bad thing. ,FALSE
GREEN,"The task is progressing well, but even as it is progressing, the world is trying to solve what it is supposed to be solved without a goal. It may seem paradoxical, but it is not.",FALSE
GREEN,"The task is progressing well in their quest to build a fully functioning, fast and reliable, secure internet for their students. The work is going well and they hope to have completed it in the coming weeks.",FALSE
GREEN,The task is progressing well and the project is starting to get underway. We want to make sure we have what's good about the game while making sure the technical team is working so that we can continue making games.,FALSE
GREEN,"The task is progressing well.  This has been an important part of our development, but we'll continue to work in cooperation.",FALSE
GREEN,The task is progressing well and will come in the coming months. ,FALSE
GREEN,The task is progressing well enough to be competitive right now.,FALSE
GREEN,"The task is progressing well, he could see that by the time the process was complete the campaign was nearing a close.",FALSE
GREEN,The task is progressing well and our engineers have made a lot of progress with it and are eager to have it ready for public use.  The challenge is to make it available without putting too much work into it.,FALSE
GREEN,"The task is progressing well, I still have some technical difficulties. However I'm back on schedule for the second phase.",FALSE
GREEN,"The task is progressing well, and we can focus now on strengthening the community to make things happen right.",FALSE
GREEN,"The task is progressing well, but a lot will need to be done to find the right balance between the physical and mental needs of the patient.",FALSE
GREEN,"The task is progressing well, but some problems remain.",FALSE
GREEN,"The task is progressing well. However, as with any such challenge, there is the need to use an iterative method to determine a minimum value. ",FALSE
GREEN,"The task is progressing well, but my research has made it clear my current approach.",FALSE
GREEN,The task is progressing well and I appreciate you taking the time to help.,FALSE
GREEN,"The task is progressing well, but the goal we're trying to achieve is to take a look at the evidence of last week's comments and to look at the response in a more scientific way and look at how it's been, how that might impact the rest of the issue.",FALSE
GREEN,"The task is progressing well, the current state of things is very good. ",FALSE
GREEN,The task is progressing well. More details are available on BIS and other data mining websites.,FALSE
GREEN,The task is progressing well to our understanding.,FALSE
GREEN,The task is progressing well in terms of overall health and well-being.,FALSE
GREEN,The task is progressing well enough to allow researchers from around the globe.,FALSE
GREEN,"The task is progressing well, I want to make no bones about it. If we keep doing this, all the projects you've done will end up working as you'd expect and, for the sake of my company, my reputation as a founder.",FALSE
GREEN,The task is progressing well and is in the same line that we took with the original version. Also we should be able to move into the next beta in March. ,FALSE
GREEN,The task is progressing well and I think we need a lot more people to be successful,FALSE
GREEN,"The task is progressing well and it is looking forward to releasing a release on iOS and Mac as soon as possible, so feel free to head over to the Github site for more info.",FALSE
GREEN,"The task is progressing well, but we're trying to figure out how to put those into place and make the project easier and more appealing.",FALSE
GREEN,The task is progressing well and it would only be fair that we add more time and resources as we work.,FALSE
GREEN,"The task is progressing well, but it needs to be supported by a wider range of organisations and agencies such as universities and schools.",FALSE
GREEN,"The task is progressing well. There are many things that we are learning about, in terms of making our way out of the cycle. ",FALSE
GREEN,"The task is progressing well, but the task is not the end of the world. We are working toward making technology more resilient to change, using technologies that are built on the premise that a society has a natural tendency to evolve and adapt to changes in the future. ",FALSE
GREEN,The task is progressing well. Now I want to show how to show all possible ways of generating a list of all the possible things you could potentially achieve from this list to get our attention.,FALSE
GREEN,"The task is progressing well.  Our plan is to finish after we return to the stadium, and we'll have more details to announce as we go along.",FALSE
GREEN,"The task is progressing well, but there is more to the process than simply keeping an open mind.",FALSE
GREEN,"The task is progressing well, but we still need to move ahead with a lot of the details and improve on the UX part of the UI.",FALSE
GREEN,The task is progressing well and we've improved our security techniques to better protect your information. ,FALSE
GREEN,"The task is progressing well. In two years, I think we will have at least three (3), four (4, 5) and five (5).",FALSE
GREEN,"The task is progressing well, and is moving forward because we love being with you and appreciate how much each of us loves, and loves you.",FALSE
GREEN,"The task is progressing well, however. The problem is, in order to be successful, you must first have good control of your emotions at all times, and this is the first step from control to addiction.",FALSE
GREEN,"The task is progressing well.  And as for us getting closer to the ""real world"" there is no way for us or the community to make any more progress than that.",FALSE
GREEN,"The task is progressing well for several reasons. The first is that its design uses a common standard. In theory, the new technology provides an easier way to achieve the desired result.",FALSE
GREEN,The task is progressing well but is in no way over yet.,FALSE
GREEN,The task is progressing well. The development group reached the 2.9 million mile mark as of today and now are working with Energia to provide the necessary components and technologies. Further collaboration with Energia will become more feasible on the next phase of their solar power infrastructure. ,FALSE
GREEN,The task is progressing well. We are still getting a bit of time to get started. ,FALSE
GREEN,The task is progressing well and we plan on moving a couple of days later. A big thank you goes out to your amazing team!,FALSE
GREEN,"The task is progressing well, but it has left me with a dilemma. What if, when, and why we meet? ",FALSE
GREEN,"The task is progressing well at the high end.  On top of all the improvements we had in the original project, we will continue to push to the high end.",FALSE
GREEN,"The task is progressing well and will continue to focus on the final phase of preparations for the final, ongoing, or indefinite phase, under management of the Board.",FALSE
GREEN,"The project is funded in part by the Community Infrastructure Program, which is designed to help low-income people manage their infrastructure and increase economic growth. ",FALSE
GREEN,"The project is expected to deliver 100,000 tonnes by 2021",FALSE
GREEN,The project is currently a closed beta. Do stay tuned for more details soon.,FALSE
GREEN,The project is currently working on both platforms and has already completed full integration with Visual Studio 2017.,FALSE
AMBER,"The project is impacted due to the delay of this task, because it's at the end of the first half of 2018 and I can't get it completed at any point until summer. It would take my entire budget time.",FALSE
AMBER,"The project is impacted due to the delay of this task and, in accordance with EU law, the project is under ongoing review by the Council of Ministers.",FALSE
AMBER,"The project is impacted due to the delay of this task.  The office of the Ministry of Foreign Affairs in France, which in December cancelled the plan.  The construction of the project could take around 10 months. Although it is the same number of years, there is still work to do.",FALSE
AMBER,"The project is impacted due to the delay of this task to prepare the material and allow the staff to conduct research on their work, and this staff will need to continue to meet the requirements of their positions.  At this time we will not be able to provide any additional cost estimates or project timeline information regarding our original plans, or specific deadlines for installation. Instead, we will post updates on available information that we received on the project status during the past week. ",FALSE
AMBER,"The project is impacted due to the delay of this task, and is not as fast as it should be due to poor state of things. A new chapter will start with the first day's training tomorrow in how to do these projects.",FALSE
AMBER,The project is impacted due to the delay of this task due to the limited time remaining on the mission process and the loss of funds following the project.,FALSE
AMBER,The project is impacted due to the delay of this task in providing this service. In response we will have to rely on other third-party tools to deliver this service. It is expected that the project will be in a different position after this launch.  As time passes we will move ahead with this project.,FALSE
AMBER,The project is impacted due to the delay of this task due to poor planning.,FALSE
AMBER,"The project is impacted due to the delay of this task.  With his team working in conjunction with the team's international work, the final draft arrived as early as Wednesday. But the final draft does not include all the materials needed to complete the program.",FALSE
AMBER,"The project is impacted due to the delay of this task, while other options have not been agreed upon. We look forward to working with you as you look for new solutions that can enhance your business.",FALSE
RED,The project was cancelled as we are unable to complete this task due to lack of funds and maintenance.,FALSE
RED,The project was cancelled as we are unable to complete this task and are not satisfied with being able to complete the task in time.,FALSE
RED,The project was cancelled as we are unable to complete this task at the moment.  It is not the first time a project has failed.,FALSE
RED,"The project was cancelled as we are unable to complete this task, and as time ran out we have not received any updates regarding this event and are unable to resume in a timely manner as planned.",FALSE
RED,The project was cancelled as we are unable to complete this task due to the unforeseen nature of the project.,FALSE
RED,The project was cancelled as we are unable to complete this task in time for holidays. In response we will have to rely on other donors to support the project,FALSE
RED,The project was cancelled as we are unable to complete this task due to poor planning. As a result we will not be able to complete my work until the project is complete.  The project was actually really hard.,FALSE
RED,The project was cancelled as we are unable to complete this task. With his team struggling in what their boss said was too much to handle.,FALSE
RED,"The project was cancelled as we are unable to complete this task, and because it did not meet our objectives, then our funding was lost. ",FALSE
RED,"Missing milestone due to various challenges and issues with the update, we felt there is a need to keep your focus on the core core of the game.",FALSE
RED,Missing milestone due to various challenges and issues in development.,FALSE
RED,Missing milestone due to various challenges and issues.  You also need to find out when this milestone begins. ,FALSE
RED,"Missing milestone due to various challenges and issues including  when getting started with the program, you won't understand how to use, remember or follow the instructions you saw, how to get from end to beginning.",FALSE
RED,Missing milestone due to various challenges and issues with the game... the first one will be free to those who follow the website.  This isn't the last time this stuff happens. We want everyone to be part of a group of fans.,FALSE
GREEN,"Missing milestone due to various challenges and issues. See for yourself what might be going on. If you have any problems feel free to reach out and report it. It may not be immediate, but it may help. But this project has now finished and is looking pretty good!",FALSE
GREEN,This project milestone is reached. The project is on track and on budget at the end of 2015. The goal is clear: To fully meet the following goals and to have an initial funding goal by the end of this year.,FALSE
GREEN,This project milestone is reached. The project is on track and on budget for completion.,FALSE
GREEN,"This project milestone is reached. The project is on track and on budget as of January 1st, 2017. We are going to be adding new modules and improvements to the existing ones once they are up and running.",FALSE
GREEN,This project milestone is reached. The project is on track and on budget. This is a very important year for the development and the overall business model for this company and in collaboration with many of the partners in the future this project is getting even better.,FALSE
GREEN,This project milestone is reached. The project is on track and on budget. Our next project goal now is to build a fully integrated mobile app based on your email.  So now all your work is done and your projects will be completed here.,FALSE
GREEN,This project milestone is reached. The project is on track and on budget (we will be providing incentives and funding available to ensure that it reaches the milestone). Thank you in advance for your support!,FALSE
GREEN,"This project milestone is reached. The project is on track and on budget. I have helped to start the project, it is a work in progress.",FALSE
GREEN,This project milestone is reached. The project is on track and on budget. Our schedule will allow us to deliver an A-10 for the next decade. We know we can do this but it will take us three years of building.,FALSE
AMBER,The task may have to be rescheduled to a future delivery date if there are no more milestones/dates available. We'll continue to do this until more customers are satisfied with our pricing and the product being delivered.,FALSE
AMBER,"The task may have to be rescheduled to a future delivery date if there are no more milestones/dates available. If the delivery is not scheduled, the request will be processed as soon as possible after delivery dates.",FALSE
AMBER,The task may have to be rescheduled to a future delivery date There is no timetable for when we will see the next version of the app.,FALSE
AMBER,"The task may have to be rescheduled to a future delivery date. If it is not available in that delivery date to satisfy the delivery delay, then there shouldn't be any further deliveries until the next post has been posted.",FALSE
